SLNo,OFFICE_NAME,LBCode,DISTRICT_NAME,WARD_NO,WARD_NAME_ENG,WARD_NAME_MAL
260,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,12,Arayoor Kizhakku,ആറയൂർ കിഴക്ക്
261,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,13,Thottinkara,തോട്ടിൻകര
262,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,14,Porannoor,പോരന്നൂർ
263,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,15,Melammakam,മേലമ്മാകം
264,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,16,Mariapuram,മര്യാപുരം
265,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,17,Kodankara,കോടങ്കര
266,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,18,Keezhammakam,കീഴമ്മാകം
267,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,19,Vlathankara Kizhakku,വ്ളാത്താങ്കര കിഴക്ക്
268,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,20,Chenkal Kizhakku,ചെങ്കൽ കിഴക്ക്
269,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,21,Neerazhivettivila,നീരാഴിവെട്ടുവിള
270,Chenkal Grama Panchayat,G011101,Thiruvananthapuram,22,Vlathankara,വ്ളാത്താങ്കര
271,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,1,Palachira,പാലച്ചിറ
272,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,2,Vadasserikonam,വടശ്ശേരിക്കോണം
273,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,3,Thettikulam,തെറ്റിക്കുളം
274,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,4,Karathala,കാറാത്തല
275,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,5,Achumamukku,അച്ചുമ്മാമുക്ക്
276,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,6,Dalavapuram,ദളവാപുരം
277,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,7,Sivan Nada,ശിവൻനട
278,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,8,Cherunniyoor,ചെറുന്നിയൂർ
279,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,9,Mudiacode,മുടിയക്കോട്
280,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,10,Chakakapoyka,ചാക്കപൊയ്ക
281,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,11,Thannimoodu,താന്നിമൂട്
282,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,12,Vennicode,വെന്നിക്കോട്
283,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,13,Katting,കട്ടിംഗ്
284,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,14,Kallumalakunnu,കല്ലുമലക്കുന്ന്
285,Cherunniyoor Grama Panchayat,G010106,Thiruvananthapuram,15,Ayanthi,അയന്തി
286,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,1,Kayikkara,കായിക്കര
287,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,2,Vakkom,വക്കം
288,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,3,Nilakkamukku,നിലയ്ക്കാമുക്ക്
289,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,4,Keezhattingal,കീഴാറ്റിങ്ങല്‍
290,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,5,Puravoor,പുരവൂര്‍
291,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,6,Mudakkal,മുദാക്കല്‍
292,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,7,Ayilam,അയിലം
293,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,8,Edakkodu,ഇടയ്‍ക്കോട്
294,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,9,Kizhuvilam,കിഴുവിലം
295,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,10,Koonthalloor,കൂന്തളളൂർ
296,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,11,Saarkkara,ശാർക്കര
297,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,12,Chirayinkeezhu,ചിറയിന്‍കീഴ്
298,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,13,Kadakkavoor,കടയ്ക്കാവൂർ
299,Chirayinkeezhu Block Panchayat,B010300,Thiruvananthapuram,14,Anjuthengu,അഞ്ചുതെങ്ങ്
300,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,1,Guruvihar,ഗുരുവിഹാർ
301,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,2,Pazhanchira,പഴഞ്ചിറ
302,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,3,Melkadakkavoor,മേൽകടയ്ക്കാവൂർ
303,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,4,Altharamoodu,ആല്‍ത്തറമൂട്
304,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,5,Sarkara,ശാര്‍ക്കര
305,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,6,Chirayinkeezhu,ചിറയിന്‍കീഴ്
306,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,7,Valiyakada,വലിയകട
307,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,8,Kottapuram,കോട്ടപ്പുറം
308,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,9,Kadakom,കടകം
309,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,10,Pulunthuruthi,പുളുന്തുരുത്തി
310,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,11,Ottapana,ഒറ്റപ്പന
311,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,12,Perumathura,പെരുമാതുറ
312,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,13,Pozhikara,പൊഴിക്കര
313,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,14,Muthalapozhi,മുതലപ്പൊഴി
314,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,15,Arayathuruthi,അരയത്തുരുത്തി
315,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,16,Puthukkari,പുതുക്കരി
316,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,17,Pandakasala,പണ്ടകശാല
317,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,18,Anathalavattom,ആനത്തലവട്ടം
318,Chirayinkeezhu Grama Panchayat,G010303,Thiruvananthapuram,19,Kalaposhani,കലാപോഷിണി
319,Edava Grama Panchayat,G010102,Thiruvananthapuram,1,Kappil,കാപ്പില്‍
320,Edava Grama Panchayat,G010102,Thiruvananthapuram,2,Kappil Hs,കാപ്പില്‍ എച്ച് എസ്
321,Edava Grama Panchayat,G010102,Thiruvananthapuram,3,Ambedkar,അംബേദ്കര്‍
322,Edava Grama Panchayat,G010102,Thiruvananthapuram,4,Parayil,പാറയില്‍
323,Edava Grama Panchayat,G010102,Thiruvananthapuram,5,Venkulam,വെണ്‍കുളം
324,Edava Grama Panchayat,G010102,Thiruvananthapuram,6,Pottakulam,പൊട്ടക്കുളം
325,Edava Grama Panchayat,G010102,Thiruvananthapuram,7,Kattuvila,കാട്ടുവിള
326,Edava Grama Panchayat,G010102,Thiruvananthapuram,8,Kuruvila,കുരുവിള
327,Edava Grama Panchayat,G010102,Thiruvananthapuram,9,Mukkalakkal,മുക്കാലയ്ക്കല്‍
328,Edava Grama Panchayat,G010102,Thiruvananthapuram,10,Stadium,സ്റ്റേഡിയം
329,Edava Grama Panchayat,G010102,Thiruvananthapuram,11,Chembakathinmoodu,ചെമ്പകത്തിന്‍മൂട്
330,Edava Grama Panchayat,G010102,Thiruvananthapuram,12,Emhs,ഇ എം എച്ച് എസ്
331,Edava Grama Panchayat,G010102,Thiruvananthapuram,13,Odayam,ഓടയം
332,Edava Grama Panchayat,G010102,Thiruvananthapuram,14,Manthara,മാന്തറ
333,Edava Grama Panchayat,G010102,Thiruvananthapuram,15,Sree Eight,ശ്രീ എയിറ്റ്
334,Edava Grama Panchayat,G010102,Thiruvananthapuram,16,Pressmukku,പ്രസ്സ്മുക്ക്
335,Edava Grama Panchayat,G010102,Thiruvananthapuram,17,Edava Phc,ഇടവ പി എച്ച് സി
336,Edava Grama Panchayat,G010102,Thiruvananthapuram,18,Vettakada,വെറ്റക്കട
337,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,1,Thonippara,തോണിപ്പാറ
338,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,2,Hariharapuram,ഹരിഹരപുരം
339,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,3,Plavinmoodu,പ്ലാവിൻമൂട്
340,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,4,Oonninmoodu,ഊന്നിൻമൂട്
341,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,5,Kaliyikkal,കളിയിക്കൽ
342,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,6,Elakamon,ഇലകമൺ
343,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,7,Kizhakkeppuram,കിഴക്കേപ്പുറം
344,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,8,Vencode,വേങ്കോട്
345,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,9,Palayamkunnu,പാളയംകുന്ന്
346,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,10,Sasthamnada,ശാസ്താംനട
347,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,11,Kadavinkara,കടവിൻകര
348,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,12,Kalathara,കളത്തറ
349,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,13,Villikkadavu,വില്ലിക്കടവ്
350,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,14,Moolabhagam,മൂലഭാഗം
351,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,15,Ayiroor,അയിരൂർ
352,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,16,Kayalpuram,കായൽപ്പുറം
353,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,17,Vilappuram,വിളപ്പുറം
354,Elakamon Grama Panchayat,G010103,Thiruvananthapuram,18,Kedakulam,കെടാകുളം
355,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,1,Melattingal,മേലാറ്റിങ്ങല്‍
356,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,2,Sankaramangalam,ശങ്കരമംഗലം
357,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,3,Keezhattingal,കീഴാറ്റിങ്ങല്‍
358,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,4,Vilayilmoola,വിളയില്‍മൂല
359,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,5,Sasthamnada,ശാസ്താംനട
360,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,6,Thinavila,തിനവിള
361,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,7,Ayikkudi,ആയിക്കുടി
362,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,8,Thekkumbhagam,തെക്കുംഭാഗം
363,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,9,Oottuparambu,ഊട്ടുപറമ്പ്
364,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,10,Kochuthitta,കൊച്ചുതിട്ട
365,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,11,Kadakkavoor,കടയ്ക്കാവൂര്‍
366,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,12,Nilakkamukku,നിലയ്ക്കാമുക്ക്
367,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,13,Bhajanamadam,ഭജനമഠം
368,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,14,Kattuvila,കാട്ടുവിള
369,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,15,Mananakku,മണനാക്ക്
370,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,16,Perumkulam,പെരുംകുളം
371,Kadakkavoor Grama Panchayat,G010306,Thiruvananthapuram,17,Kalloorkonam,കല്ലൂര്‍കോണം
372,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,1,Cheramanthuruthu,ചേരമാൻതുരുത്ത്
373,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,2,Kadinamkulam,കഠിനംകുളം
374,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,3,Kandavila,കണ്ടവിള
375,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,4,Channankara,ചാന്നാങ്കര
376,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,5,Anakkapilla,അണക്കപ്പിള്ള
377,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,6,Padinjattumukku,പടിഞ്ഞാറ്റുമുക്ക്
378,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,7,Chirackal,ചിറയ്ക്കൽ
379,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,8,Chittattumukku,ചിറ്റാറ്റുമുക്ക്
380,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,9,Menamkulam,മേനംകുളം
381,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,10,Kalpana North,കൽപന നോർത്ത്
382,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,11,Kalpana South,കൽപന സൌത്ത്
383,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,12,Vilayilkulam East,വിളയിൽകുളം ഈസ്റ്റ്
384,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,13,Vilayilkulam West,വിളയിൽകുളം വെസ്റ്റ്
385,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,14,Thumba,തുമ്പ
386,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,15,St.Andrew'S,സെന്‍റ് ആൻഡ്രൂസ്
387,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,16,Puthanthope South,പുത്തൻതോപ്പ് സൌത്ത്
388,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,17,Puthanthope North,പുത്തൻതോപ്പ് നോർത്ത്
389,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,18,Vettuthura,വെട്ടുതുറ
390,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,19,Puthuval,പുതുവൽ
391,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,20,Santhipuram,ശാന്തിപുരം
392,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,21,Marianadu South,മര്യനാട് സൌത്ത്
393,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,22,Marianadu North,മര്യനാട് നോർത്ത്
394,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,23,Puthukurichy East,പുതുക്കുറിച്ചി ഈസ്റ്റ്
395,Kadinamkulam Grama Panchayat,G010702,Thiruvananthapuram,24,Puthukurichy North,പുതുക്കുറിച്ചി നോർത്ത്
396,Kallara Grama Panchayat,G010401,Thiruvananthapuram,1,Kallara,കല്ലറ
397,Kallara Grama Panchayat,G010401,Thiruvananthapuram,2,Kallaratown,കല്ലറ ഠൌൺ
398,Kallara Grama Panchayat,G010401,Thiruvananthapuram,3,Vellamkudi,വെള്ളംകുടി
399,Kallara Grama Panchayat,G010401,Thiruvananthapuram,4,Thapasagiri,താപസഗിരി
400,Kallara Grama Panchayat,G010401,Thiruvananthapuram,5,Kurumbayam,കുറുമ്പയം
401,Kallara Grama Panchayat,G010401,Thiruvananthapuram,6,Palkkulam,പാൽക്കുളം
402,Kallara Grama Panchayat,G010401,Thiruvananthapuram,7,K.T.Kunnu,കെ.റ്റി.കുന്ന്
403,Kallara Grama Panchayat,G010401,Thiruvananthapuram,8,Cheruvalam,ചെറുവാളം
404,Kallara Grama Panchayat,G010401,Thiruvananthapuram,9,Thengumcode,തെങ്ങുംകോട്
405,Kallara Grama Panchayat,G010401,Thiruvananthapuram,10,Parappil,പരപ്പിൽ
406,Kallara Grama Panchayat,G010401,Thiruvananthapuram,11,Kalluvarambu,കല്ലുവരമ്പ്
407,Kallara Grama Panchayat,G010401,Thiruvananthapuram,12,Muthuvila,മുതുവിള
408,Kallara Grama Panchayat,G010401,Thiruvananthapuram,13,Aruvippuram,അരുവിപ്പുറം
409,Kallara Grama Panchayat,G010401,Thiruvananthapuram,14,Kurinchilakkadu,കുറിഞ്ചിലക്കാട്
410,Kallara Grama Panchayat,G010401,Thiruvananthapuram,15,Plakkode,പ്ലാക്കോട്
411,Kallara Grama Panchayat,G010401,Thiruvananthapuram,16,Mithirmala,മിതൃമ്മല
412,Kallara Grama Panchayat,G010401,Thiruvananthapuram,17,Mulayilkonam,മുളയിൽക്കോണം
413,Kallara Grama Panchayat,G010401,Thiruvananthapuram,18,Thumbodu,തുമ്പോട്
414,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,1,Thevancode,തേവൻകോട്
415,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,2,Vlavetty,വ്ലാവെട്ടി
416,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,3,Perumkulangara,പെരുംകുളങ്ങര
417,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,4,Neyyardam,നെയ്യാർഡാം
418,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,5,Kalattukavu,കാലാട്ടുകാവ്
419,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,6,Nirappukala,നിരപ്പുക്കാല
420,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,7,Vavodu,വാവോട്
421,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,8,Kalippara,കാളിപാറ
422,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,9,Narakathinkuzhi,നാരകത്തിൻകുഴി
423,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,10,Manjadimoodu,മഞ്ചാടിമൂട്
424,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,11,Chamavilapuram,ചാമവിളപ്പുറം
425,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,12,Mylakkara,മൈലക്കര
426,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,13,Perinjamkadavu,പെരിഞ്ഞാംകടവ്
427,Kallikkadu Grama Panchayat,G010905,Thiruvananthapuram,14,Kallikkadu,കള്ളിക്കാട്
428,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,1,Pappanchani,പാപ്പന്‍ചാണി
429,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,2,Vellayani,വെള്ളയാണി
430,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,3,Mukaloormoola,മുകളൂർമൂല
431,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,4,Cherubalamandham,ചെറുബാലമന്ദം
432,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,5,Sarvodhayam,സർവ്വോദയം
433,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,6,Santhivila,ശാന്തിവിള
434,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,7,Kulakudiyoorkonam,കുളിക്കുടിയൂര്‍ക്കോണം
435,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,8,Upaniyoor,ഉപനിയൂര്‍
436,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,9,Ookode,ഊക്കോട്
437,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,10,Chenkode,ചെങ്കോട്
438,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,11,Vallamcode,വള്ളംകോട്
439,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,12,Pakaloor,പകലൂർ
440,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,13,Kalliyoor,കല്ലിയൂർ
441,Kalliyoor Grama Panchayat,G010807,Thiruvananthapuram,14,Kannankuzhi,കണ്ണന്‍കുഴി
